id,group,routs
11986,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'fuwutai', 'zhuhuichang', 'fuwutai', 'canting', 'chukou']"
11987,7,"['rukou', 'qiandao', 'zhanting', 'haibao', 'qiandao', 'haibao', 'fuwutai', 'zhanting', 'chukou']"
11988,4,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'fuwutai', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'haibao', 'chukou']"
11990,3,"['rukou', 'qiandao', 'zhanting', 'canting', 'chukou']"
11991,6,"['rukou', 'ROOM6', 'zhuhuichang', 'ROOM6', 'fuwutai', 'chukou']"
11992,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'xiuxian', 'zhuhuichang', 'canting', 'zhanting', 'haibao', 'zhanting', 'xiuxian', 'haibao', 'ROOM1', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'chukou']"
11993,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
11994,4,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
11998,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
11999,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'D', 'haibao', 'fuwutai', 'D', 'haibao', 'chukou']"
12005,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
12006,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
12009,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
12010,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
12015,2,"['rukou', 'qiandao', 'zhanting', 'xiuxian', 'ROOM3', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'chukou']"
12016,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'fuwutai', 'zhanting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'fuwutai', 'chukou']"
12017,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
12018,0,"['rukou', 'qiandao', 'zhanting', 'fuwutai', 'zhanting', 'D', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'D', 'chukou']"
12019,5,"['rukou', 'ROOM2', 'zhuhuichang', 'canting', 'ROOM2', 'haibao', 'ROOM2', 'haibao', 'B', 'haibao', 'ROOM2', 'ROOM1', 'haibao', 'B', 'haibao', 'zhuhuichang', 'canting', 'chukou']"
12021,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
12023,1,"['rukou', 'qiandao', 'haibao', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
12024,5,"['rukou', 'ROOM2', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'ROOM2', 'zhuhuichang', 'canting', 'ROOM2', 'ROOM1', 'haibao', 'ROOM2', 'haibao', 'zhanting', 'zhuhuichang', 'canting', 'chukou']"
12025,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'chukou']"
12028,7,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'chukou']"
12029,1,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
12032,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'zhanting', 'C', 'xiuxian', 'ROOM1', 'haibao', 'C', 'chukou']"
12034,1,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'ROOM3', 'fuwutai', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'fuwutai', 'chukou']"
12036,2,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
12038,3,"['rukou', 'qiandao', 'canting', 'chukou']"
12042,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'fuwutai', 'xiuxian', 'canting', 'zhanting', 'A', 'haibao', 'fuwutai', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
12043,1,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'ROOM3', 'ROOM5', 'canting', 'fuwutai', 'ROOM5', 'haibao', 'ROOM1', 'haibao', 'chukou']"
12044,4,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
12045,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
12052,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
12053,0,"['rukou', 'qiandao', 'haibao', 'D', 'haibao', 'xiuxian', 'haibao', 'D', 'haibao', 'chukou']"
12054,4,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'A', 'haibao', 'xiuxian', 'chukou']"
12055,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'chukou']"
12056,2,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
12063,5,"['rukou', 'ROOM2', 'haibao', 'zhuhuichang', 'ROOM2', 'zhuhuichang', 'canting', 'ROOM2', 'haibao', 'A', 'haibao', 'ROOM2', 'ROOM1', 'haibao', 'B', 'haibao', 'ROOM2', 'haibao', 'canting', 'chukou']"
12068,3,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'fuwutai', 'chukou']"
12073,3,"['rukou', 'qiandao', 'zhanting', 'qiandao', 'zhanting', 'fuwutai', 'chukou']"
12075,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'ROOM3', 'zhuhuichang', 'haibao', 'chukou']"
12078,0,"['rukou', 'qiandao', 'haibao', 'D', 'haibao', 'xiuxian', 'haibao', 'C', 'qiandao', 'chukou']"
12082,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'A', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'qiandao', 'chukou']"
12083,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'D', 'haibao', 'xiuxian', 'ROOM1', 'chukou']"
12084,4,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'zhanting', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'chukou']"
12089,4,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'haibao', 'A', 'haibao', 'chukou']"
12090,0,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'haibao', 'zhanting', 'zhuhuichang', 'canting', 'zhanting', 'D', 'haibao', 'zhanting', 'xiuxian', 'haibao', 'D', 'haibao', 'fuwutai', 'chukou']"
12099,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'fuwutai', 'zhanting', 'haibao', 'C', 'haibao', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12101,2,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhanting', 'chukou']"
12102,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'chukou']"
12105,2,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'chukou']"
12107,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
12111,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'C', 'haibao', 'chukou']"
12119,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'chukou']"
12121,4,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'C', 'haibao', 'zhanting', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12122,2,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'canting', 'zhanting', 'chukou']"
12125,4,"['rukou', 'qiandao', 'A', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
12128,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'ROOM3', 'fuwutai', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'A', 'haibao', 'A', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
12132,1,"['rukou', 'qiandao', 'haibao', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'haibao', 'chukou']"
12135,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'ROOM3', 'fuwutai', 'zhanting', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12139,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'D', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
12141,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
12142,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'qiandao', 'zhanting', 'chukou']"
12145,3,"['rukou', 'qiandao', 'fuwutai', 'ROOM3', 'fuwutai', 'qiandao', 'zhanting', 'haibao', 'fuwutai', 'chukou']"
12148,4,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'chukou']"
12149,0,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'haibao', 'D', 'haibao', 'fuwutai', 'haibao', 'ROOM1', 'haibao', 'D', 'haibao', 'chukou']"
12153,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
12156,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'fuwutai', 'canting', 'haibao', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
12157,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'A', 'haibao', 'zhanting', 'xiuxian', 'haibao', 'ROOM1', 'haibao', 'xiuxian', 'chukou']"
12158,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'canting', 'chukou']"
12160,2,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
12165,3,"['rukou', 'qiandao', 'chukou']"
12169,6,"['rukou', 'qiandao', 'ROOM6', 'zhuhuichang', 'fuwutai', 'ROOM6', 'chukou']"
12171,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
12172,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
12176,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
12177,5,"['rukou', 'ROOM2', 'fuwutai', 'zhuhuichang', 'canting', 'ROOM2', 'haibao', 'C', 'haibao', 'ROOM2', 'haibao', 'C', 'haibao', 'ROOM2', 'canting', 'chukou']"
12179,4,"['rukou', 'qiandao', 'zhanting', 'haibao', 'B', 'haibao', 'A', 'haibao', 'chukou']"
12181,2,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'haibao', 'fuwutai', 'zhuhuichang', 'chukou']"
12182,2,"['rukou', 'qiandao', 'zhanting', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12183,4,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'ROOM1', 'haibao', 'B', 'haibao', 'qiandao', 'chukou']"
12185,1,"['rukou', 'qiandao', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
12186,4,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'ROOM1', 'haibao', 'A', 'haibao', 'xiuxian', 'chukou']"
12188,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'chukou']"
12192,1,"['rukou', 'qiandao', 'ROOM5', 'fuwutai', 'ROOM3', 'fuwutai', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
12193,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'A', 'haibao', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12194,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'canting', 'chukou']"
12195,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'zhanting', 'chukou']"
12196,4,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'xiuxian', 'chukou']"
12197,3,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'qiandao', 'zhanting', 'fuwutai', 'chukou']"
12198,4,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'chukou']"
12202,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
12203,4,"['rukou', 'qiandao', 'ROOM4', 'zhanting', 'ROOM4', 'ROOM1', 'haibao', 'ROOM4', 'fuwutai', 'canting', 'chukou']"
12205,0,"['rukou', 'qiandao', 'zhanting', 'haibao', 'D', 'haibao', 'xiuxian', 'haibao', 'D', 'haibao', 'fuwutai', 'chukou']"
12206,6,"['rukou', 'ROOM6', 'haibao', 'chukou']"
12211,1,"['rukou', 'qiandao', 'haibao', 'zhanting', 'ROOM5', 'ROOM3', 'fuwutai', 'ROOM5', 'canting', 'fuwutai', 'ROOM5', 'ROOM1', 'haibao', 'chukou']"
12212,4,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'haibao', 'B', 'haibao', 'A', 'haibao', 'A', 'haibao', 'chukou']"
12218,4,"['rukou', 'qiandao', 'zhuhuichang', 'canting', 'haibao', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'zhanting', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
12219,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'fuwutai', 'canting', 'chukou']"
12222,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'zhanting', 'D', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'D', 'haibao', 'chukou']"
12223,4,"['rukou', 'qiandao', 'C', 'haibao', 'C', 'haibao', 'chukou']"
12224,2,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhuhuichang', 'canting', 'chukou']"
12227,3,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'qiandao', 'haibao', 'zhanting', 'chukou']"
12228,4,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'chukou']"
12229,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'fuwutai', 'chukou']"
12236,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
12237,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'D', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'D', 'haibao', 'qiandao', 'chukou']"
12240,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
12241,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'xiuxian', 'zhuhuichang', 'chukou']"
12249,3,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'chukou']"
12250,0,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'haibao', 'D', 'haibao', 'zhanting', 'C', 'haibao', 'chukou']"
12252,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'fuwutai', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'chukou']"
12254,4,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
12256,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
12257,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
12258,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'A', 'qiandao', 'chukou']"
12259,4,"['rukou', 'qiandao', 'haibao', 'ROOM3', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'A', 'haibao', 'chukou']"
12260,5,"['rukou', 'ROOM2', 'zhuhuichang', 'ROOM3', 'ROOM2', 'zhuhuichang', 'canting', 'ROOM2', 'haibao', 'C', 'haibao', 'ROOM2', 'ROOM1', 'haibao', 'C', 'haibao', 'canting', 'chukou']"
12263,4,"['rukou', 'qiandao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'qiandao', 'chukou']"
12269,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
12273,4,"['rukou', 'qiandao', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
12276,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
12277,1,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
12279,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
12286,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
12287,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'canting', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
12292,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'canting', 'haibao', 'xiuxian', 'C', 'haibao', 'fuwutai', 'zhanting', 'haibao', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12293,5,"['rukou', 'ROOM2', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'ROOM2', 'haibao', 'ROOM2', 'haibao', 'D', 'haibao', 'ROOM2', 'ROOM1', 'haibao', 'D', 'haibao', 'ROOM2', 'canting', 'chukou']"
12296,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'A', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
12297,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'D', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12299,3,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'chukou']"
12301,5,"['rukou', 'ROOM2', 'zhuhuichang', 'ROOM2', 'zhuhuichang', 'canting', 'ROOM2', 'haibao', 'B', 'haibao', 'A', 'haibao', 'ROOM2', 'haibao', 'A', 'haibao', 'ROOM2', 'haibao', 'canting', 'chukou']"
12302,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
12305,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'canting', 'chukou']"
12307,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'chukou']"
12310,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
12311,5,"['rukou', 'ROOM2', 'zhuhuichang', 'ROOM2', 'haibao', 'zhuhuichang', 'canting', 'haibao', 'ROOM2', 'haibao', 'C', 'haibao', 'ROOM2', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12312,5,"['rukou', 'ROOM2', 'zhuhuichang', 'ROOM3', 'zhuhuichang', 'canting', 'haibao', 'ROOM2', 'haibao', 'ROOM2', 'haibao', 'B', 'haibao', 'ROOM2', 'ROOM1', 'ROOM2', 'haibao', 'canting', 'chukou']"
12313,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
12316,7,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhanting', 'haibao', 'chukou']"
12320,5,"['rukou', 'ROOM2', 'zhuhuichang', 'haibao', 'ROOM2', 'zhuhuichang', 'ROOM2', 'canting', 'ROOM2', 'haibao', 'B', 'haibao', 'ROOM2', 'A', 'haibao', 'ROOM2', 'haibao', 'canting', 'chukou']"
12322,4,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'A', 'haibao', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12323,1,"['rukou', 'qiandao', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
12324,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'xiuxian', 'zhuhuichang', 'zhanting', 'canting', 'chukou']"
12325,4,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'zhanting', 'fuwutai', 'chukou']"
12326,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'xiuxian', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'fuwutai', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
12327,0,"['rukou', 'qiandao', 'zhanting', 'haibao', 'D', 'haibao', 'zhanting', 'haibao', 'C', 'chukou']"
12328,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
12331,4,"['rukou', 'qiandao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'qiandao', 'chukou']"
12332,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
12337,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'zhanting', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'chukou']"
12338,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'fuwutai', 'zhanting', 'ROOM1', 'haibao', 'A', 'haibao', 'chukou']"
12339,1,"['rukou', 'qiandao', 'ROOM5', 'canting', 'xiuxian', 'ROOM5', 'ROOM1', 'chukou']"
12341,3,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'chukou']"
12342,3,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'qiandao', 'zhanting', 'chukou']"
12343,3,"['rukou', 'qiandao', 'fuwutai', 'ROOM3', 'zhanting', 'qiandao', 'zhanting', 'chukou']"
12347,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
12349,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
12355,4,"['rukou', 'qiandao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'ROOM3', 'zhanting', 'ROOM1', 'chukou']"
12357,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'haibao', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'chukou']"
12359,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
12366,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
12372,2,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'chukou']"
12374,1,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
12375,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'zhanting', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'xiuxian', 'ROOM1', 'haibao', 'A', 'haibao', 'qiandao', 'chukou']"
12376,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'D', 'haibao', 'fuwutai', 'xiuxian', 'haibao', 'ROOM1', 'fuwutai', 'chukou']"
12380,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
12382,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'qiandao', 'zhanting', 'chukou']"
12383,4,"['rukou', 'qiandao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'qiandao', 'chukou']"
