id,group,routs
11760,7,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
11768,2,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'A', 'haibao', 'chukou']"
11769,5,"['rukou', 'qiandao', 'C', 'haibao', 'fuwutai', 'chukou']"
11778,4,"['rukou', 'qiandao', 'ROOM6', 'chukou']"
11780,3,"['rukou', 'ROOM2', 'zhuhuichang', 'haibao', 'A', 'ROOM2', 'chukou']"
11781,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'fuwutai', 'chukou']"
11782,0,"['rukou', 'qiandao', 'ROOM5', 'chukou']"
11783,6,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'qiandao', 'chukou']"
11785,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
11787,0,"['rukou', 'qiandao', 'haibao', 'ROOM5', 'chukou']"
11792,1,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'chukou']"
11794,0,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'chukou']"
11796,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
11801,6,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'ROOM1', 'haibao', 'xiuxian', 'zhuhuichang', 'chukou']"
11802,6,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
11803,1,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
11804,0,"['rukou', 'qiandao', 'ROOM5', 'chukou']"
11809,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'xiuxian', 'zhuhuichang', 'fuwutai', 'chukou']"
11816,7,"['rukou', 'qiandao', 'A', 'haibao', 'chukou']"
11818,1,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'haibao', 'xiuxian', 'zhuhuichang', 'fuwutai', 'chukou']"
11819,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'qiandao', 'chukou']"
11833,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'chukou']"
11842,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'chukou']"
11843,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'ROOM1', 'haibao', 'zhuhuichang', 'chukou']"
11845,6,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhanting', 'chukou']"
11846,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'fuwutai', 'chukou']"
11847,6,"['rukou', 'qiandao', 'zhanting', 'haibao', 'zhuhuichang', 'zhanting', 'xiuxian', 'chukou']"
11849,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'chukou']"
11850,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'fuwutai', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
11853,6,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'chukou']"
11863,3,"['rukou', 'ROOM2', 'chukou']"
11864,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'fuwutai', 'haibao', 'A', 'haibao', 'chukou']"
11867,1,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'fuwutai', 'zhuhuichang', 'zhanting', 'fuwutai', 'chukou']"
11868,1,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'A', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
11872,6,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'ROOM3', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
11874,3,"['rukou', 'ROOM2', 'fuwutai', 'zhuhuichang', 'haibao', 'A', 'haibao', 'ROOM2', 'chukou']"
11876,4,"['rukou', 'qiandao', 'ROOM6', 'qiandao', 'ROOM6', 'qiandao', 'chukou']"
11877,7,"['rukou', 'qiandao', 'A', 'haibao', 'chukou']"
11883,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'chukou']"
11885,1,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'haibao', 'B', 'haibao', 'fuwutai', 'chukou']"
11887,1,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
11889,6,"['rukou', 'qiandao', 'zhanting', 'fuwutai', 'zhuhuichang', 'ROOM3', 'zhanting', 'xiuxian', 'zhuhuichang', 'chukou']"
11894,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'chukou']"
11896,1,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
11901,6,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'ROOM3', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhanting', 'chukou']"
11902,1,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'ROOM3', 'fuwutai', 'xiuxian', 'fuwutai', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'fuwutai', 'chukou']"
11903,0,"['rukou', 'qiandao', 'ROOM5', 'ROOM3', 'chukou']"
11904,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'haibao', 'xiuxian', 'fuwutai', 'zhuhuichang', 'chukou']"
11907,5,"['rukou', 'qiandao', 'C', 'haibao', 'fuwutai', 'chukou']"
11908,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'chukou']"
11917,2,"['rukou', 'qiandao', 'B', 'haibao', 'chukou']"
11919,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'chukou']"
11923,6,"['rukou', 'qiandao', 'zhanting', 'xiuxian', 'ROOM1', 'haibao', 'zhuhuichang', 'chukou']"
11928,2,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'haibao', 'B', 'haibao', 'chukou']"
11933,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'qiandao', 'chukou']"
11935,6,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'fuwutai', 'zhanting', 'ROOM3', 'zhanting', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'chukou']"
11937,2,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'haibao', 'B', 'haibao', 'chukou']"
11938,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'chukou']"
11941,3,"['rukou', 'ROOM2', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
11944,2,"['rukou', 'qiandao', 'zhanting', 'haibao', 'B', 'haibao', 'chukou']"
11945,1,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'haibao', 'A', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
11955,1,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
11958,6,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'chukou']"
11966,7,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
11967,7,"['rukou', 'qiandao', 'zhuhuichang', 'A', 'haibao', 'zhuhuichang', 'chukou']"
11969,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'chukou']"
11973,5,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'haibao', 'C', 'haibao', 'chukou']"
11974,6,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'chukou']"
11977,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
11978,1,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
11979,7,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
11984,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'chukou']"
11986,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'chukou']"
11988,6,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'ROOM1', 'zhuhuichang', 'chukou']"
11991,4,"['rukou', 'qiandao', 'ROOM6', 'zhuhuichang', 'ROOM6', 'zhuhuichang', 'chukou']"
11992,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'chukou']"
11993,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'chukou']"
11994,1,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'haibao', 'B', 'haibao', 'chukou']"
12001,2,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'haibao', 'B', 'haibao', 'chukou']"
12005,1,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'fuwutai', 'zhuhuichang', 'fuwutai', 'chukou']"
12006,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'qiandao', 'chukou']"
12010,7,"['rukou', 'qiandao', 'haibao', 'A', 'haibao', 'chukou']"
12014,5,"['rukou', 'qiandao', 'haibao', 'C', 'B', 'haibao', 'A', 'chukou']"
12016,7,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhuhuichang', 'haibao', 'A', 'haibao', 'qiandao', 'chukou']"
12018,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
12023,0,"['rukou', 'qiandao', 'ROOM5', 'chukou']"
12024,3,"['rukou', 'ROOM2', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'ROOM2', 'haibao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'chukou']"
12029,0,"['rukou', 'qiandao', 'ROOM5', 'chukou']"
12034,0,"['rukou', 'qiandao', 'haibao', 'ROOM5', 'fuwutai', 'ROOM3', 'fuwutai', 'chukou']"
12036,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'chukou']"
12040,5,"['rukou', 'qiandao', 'C', 'haibao', 'qiandao', 'chukou']"
12041,5,"['rukou', 'qiandao', 'zhanting', 'haibao', 'C', 'haibao', 'chukou']"
12043,0,"['rukou', 'qiandao', 'ROOM5', 'fuwutai', 'ROOM3', 'chukou']"
12044,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'xiuxian', 'chukou']"
12072,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'chukou']"
12075,6,"['rukou', 'qiandao', 'zhuhuichang', 'B', 'haibao', 'ROOM3', 'zhanting', 'zhuhuichang', 'chukou']"
12082,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12083,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
12089,6,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'xiuxian', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'chukou']"
12090,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'chukou']"
12096,2,"['rukou', 'qiandao', 'B', 'haibao', 'chukou']"
12099,7,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhuhuichang', 'haibao', 'A', 'xiuxian', 'chukou']"
12102,1,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'ROOM1', 'zhuhuichang', 'fuwutai', 'chukou']"
12105,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'chukou']"
12107,1,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'B', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12111,1,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
12112,2,"['rukou', 'qiandao', 'ROOM3', 'haibao', 'B', 'haibao', 'qiandao', 'chukou']"
12119,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
12121,7,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'haibao', 'A', 'haibao', 'chukou']"
12122,6,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'ROOM3', 'zhanting', 'chukou']"
12125,7,"['rukou', 'qiandao', 'haibao', 'A', 'haibao', 'A', 'haibao', 'chukou']"
12132,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'ROOM5', 'chukou']"
12135,6,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
12139,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
12141,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'chukou']"
12156,1,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhanting', 'chukou']"
12157,7,"['rukou', 'qiandao', 'haibao', 'A', 'haibao', 'chukou']"
12158,7,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'qiandao', 'chukou']"
12160,6,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM1', 'haibao', 'zhuhuichang', 'ROOM3', 'chukou']"
12169,4,"['rukou', 'qiandao', 'ROOM6', 'zhuhuichang', 'ROOM6', 'fuwutai', 'zhuhuichang', 'chukou']"
12176,6,"['rukou', 'qiandao', 'zhanting', 'haibao', 'B', 'haibao', 'ROOM1', 'xiuxian', 'chukou']"
12177,3,"['rukou', 'ROOM2', 'zhuhuichang', 'A', 'haibao', 'chukou']"
12181,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12186,1,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'chukou']"
12188,2,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'chukou']"
12191,5,"['rukou', 'qiandao', 'C', 'haibao', 'chukou']"
12192,0,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'ROOM3', 'fuwutai', 'chukou']"
12193,7,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'haibao', 'A', 'haibao', 'zhuhuichang', 'chukou']"
12194,1,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'fuwutai', 'xiuxian', 'ROOM1', 'haibao', 'xiuxian', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
12196,6,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'fuwutai', 'xiuxian', 'chukou']"
12202,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'qiandao', 'chukou']"
12205,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'chukou']"
12206,4,"['rukou', 'qiandao', 'ROOM6', 'haibao', 'ROOM6', 'chukou']"
12211,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'ROOM5', 'ROOM3', 'fuwutai', 'chukou']"
12212,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
12216,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'qiandao', 'chukou']"
12218,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12219,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'chukou']"
12222,1,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12234,2,"['rukou', 'qiandao', 'B', 'haibao', 'chukou']"
12237,2,"['rukou', 'qiandao', 'B', 'haibao', 'chukou']"
12240,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'qiandao', 'chukou']"
12241,6,"['rukou', 'qiandao', 'zhuhuichang', 'B', 'haibao', 'xiuxian', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
12248,0,"['rukou', 'qiandao', 'haibao', 'ROOM5', 'chukou']"
12249,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'chukou']"
12250,7,"['rukou', 'qiandao', 'A', 'haibao', 'chukou']"
12252,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'xiuxian', 'zhuhuichang', 'fuwutai', 'chukou']"
12257,7,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12259,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
12263,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'chukou']"
12269,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12273,1,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
12276,1,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'ROOM1', 'xiuxian', 'zhuhuichang', 'fuwutai', 'chukou']"
12277,0,"['rukou', 'qiandao', 'ROOM5', 'chukou']"
12281,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'fuwutai', 'chukou']"
12292,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'zhanting', 'zhuhuichang', 'chukou']"
12293,3,"['rukou', 'ROOM2', 'zhuhuichang', 'A', 'haibao', 'zhuhuichang', 'chukou']"
12295,7,"['rukou', 'qiandao', 'A', 'haibao', 'A', 'haibao', 'ROOM3', 'zhanting', 'chukou']"
12297,7,"['rukou', 'qiandao', 'A', 'haibao', 'chukou']"
12300,5,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'haibao', 'C', 'haibao', 'chukou']"
12302,2,"['rukou', 'qiandao', 'B', 'haibao', 'chukou']"
12305,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'chukou']"
12306,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'qiandao', 'chukou']"
12311,3,"['rukou', 'ROOM2', 'haibao', 'ROOM2', 'haibao', 'zhuhuichang', 'chukou']"
12312,3,"['rukou', 'ROOM2', 'zhuhuichang', 'ROOM1', 'zhuhuichang', 'chukou']"
12313,2,"['rukou', 'qiandao', 'B', 'qiandao', 'chukou']"
12314,0,"['rukou', 'qiandao', 'ROOM5', 'chukou']"
12323,0,"['rukou', 'qiandao', 'ROOM5', 'chukou']"
12325,7,"['rukou', 'qiandao', 'zhuhuichang', 'A', 'haibao', 'chukou']"
12327,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
12328,1,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'chukou']"
12337,6,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
12338,1,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
12339,0,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'chukou']"
12340,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'ROOM5', 'ROOM3', 'chukou']"
12345,2,"['rukou', 'qiandao', 'B', 'haibao', 'chukou']"
12355,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12357,1,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12366,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'qiandao', 'chukou']"
12374,0,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'chukou']"
12376,2,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'chukou']"
12380,7,"['rukou', 'qiandao', 'haibao', 'A', 'haibao', 'chukou']"
12383,1,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12387,1,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'chukou']"
12389,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'fuwutai', 'zhanting', 'chukou']"
12393,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12401,1,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12403,1,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'fuwutai', 'zhuhuichang', 'chukou']"
12405,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'chukou']"
12406,1,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'chukou']"
12408,1,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM1', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12414,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'xiuxian', 'chukou']"
12420,1,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'chukou']"
12422,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12423,2,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'qiandao', 'chukou']"
12425,3,"['rukou', 'ROOM2', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12426,4,"['rukou', 'qiandao', 'ROOM6', 'haibao', 'ROOM6', 'chukou']"
12433,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
12434,1,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'fuwutai', 'zhuhuichang', 'chukou']"
12436,1,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
12439,1,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM1', 'haibao', 'zhuhuichang', 'chukou']"
12440,2,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'chukou']"
12442,3,"['rukou', 'ROOM2', 'fuwutai', 'zhuhuichang', 'haibao', 'A', 'haibao', 'ROOM2', 'haibao', 'chukou']"
12443,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'xiuxian', 'chukou']"
12444,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'chukou']"
12445,7,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'qiandao', 'chukou']"
12458,2,"['rukou', 'qiandao', 'zhanting', 'haibao', 'B', 'haibao', 'chukou']"
12459,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'fuwutai', 'zhanting', 'chukou']"
12463,6,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'xiuxian', 'zhuhuichang', 'chukou']"
12468,2,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'chukou']"
12469,2,"['rukou', 'qiandao', 'B', 'haibao', 'chukou']"
12470,0,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'chukou']"
12472,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'B', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
12473,1,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
12474,6,"['rukou', 'qiandao', 'zhanting', 'haibao', 'B', 'haibao', 'zhanting', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
12479,7,"['rukou', 'qiandao', 'A', 'haibao', 'A', 'haibao', 'chukou']"
12480,7,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'zhuhuichang', 'chukou']"
12489,5,"['rukou', 'qiandao', 'ROOM3', 'fuwutai', 'zhanting', 'haibao', 'C', 'haibao', 'fuwutai', 'chukou']"
12493,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
12498,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12500,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12501,6,"['rukou', 'qiandao', 'B', 'haibao', 'fuwutai', 'ROOM3', 'zhanting', 'chukou']"
12511,5,"['rukou', 'qiandao', 'C', 'haibao', 'chukou']"
12517,6,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'B', 'haibao', 'ROOM3', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
12524,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12527,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'qiandao', 'chukou']"
12528,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'xiuxian', 'chukou']"
12532,5,"['rukou', 'qiandao', 'C', 'haibao', 'chukou']"
12534,7,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'chukou']"
12539,2,"['rukou', 'qiandao', 'B', 'haibao', 'chukou']"
12543,6,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'chukou']"
12548,7,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'A', 'haibao', 'xiuxian', 'chukou']"
12554,7,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'A', 'haibao', 'qiandao', 'chukou']"
12558,5,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'chukou']"
