"id","area_A","area_B","area_C","area_D","area_sign","area_poster","area_wc1","area_wc2","area_wc3","area_room1","area_room2","area_room3","area_room4","area_room5","area_room6","area_serve","area_disc","area_main","area_canteen","area_leisure","area_other","area_ladder2","area_ladder4","area_ladder1","area_ladder3"
"11752",0,0,0,0,461,15,0,0,0,0,0,0,0,0,0,9,0,7398,303,0,2636,74,60,,
"11753",6154,3386,0,0,254,100,494,0,0,663,0,0,0,0,0,0,0,0,0,0,1042,,,,
"11759",0,0,7556,0,236,71,280,0,0,438,0,0,0,0,0,0,0,0,0,2148,1659,54,56,,
"11760",0,0,0,0,426,0,0,227,0,0,0,0,0,0,0,14,1760,5205,0,0,775,,,,
"11761",0,4397,0,0,450,375,458,676,0,862,0,613,0,0,0,0,2799,12470,1361,4785,3225,117,128,,
"11771",6462,3290,0,0,245,356,205,0,150,0,0,0,0,0,0,0,0,0,0,1024,744,47,48,,
"11772",0,7367,0,0,162,1199,838,251,463,607,0,0,0,0,0,0,1286,11757,1166,4310,2926,119,131,,
"11776",0,0,0,0,332,932,0,74,0,0,0,0,0,0,0,0,1369,0,0,0,860,8,,,
"11778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,0,0,0,0,0,576,84,81,14768,18698
"11779",10086,0,0,0,282,122,513,0,0,0,0,135,0,0,0,0,0,0,0,99,1697,80,77,,
"11782",0,0,0,0,281,0,730,0,604,543,0,0,0,24070,0,0,0,0,701,0,620,50,55,,
"11783",0,0,7343,0,343,89,309,135,396,342,0,0,0,0,0,7,2040,12271,775,6039,3363,239,234,,
"11786",0,0,0,0,254,0,0,198,95,0,0,0,0,0,0,84,949,0,0,0,3528,89,81,,
"11787",0,0,0,0,194,14,99,239,143,706,0,0,0,24637,0,109,0,0,1170,0,1473,50,56,,
"11792",0,0,0,6958,519,711,495,145,282,0,0,0,0,0,0,0,0,11028,629,7951,4066,261,252,,
"11794",0,0,0,0,443,0,88,0,400,378,0,0,0,20321,0,0,853,0,630,0,609,48,49,,
"11801",0,0,0,0,421,0,0,192,112,0,0,510,0,0,0,0,0,9891,617,68,2297,97,98,,
"11802",0,0,5957,2747,261,427,671,178,863,0,0,0,0,0,0,7,0,12061,637,4220,3695,258,257,,
"11803",0,0,2858,0,176,66,141,250,192,542,0,0,0,0,0,18,10281,12001,525,2874,3230,71,62,,
"11804",0,0,0,0,456,0,501,0,352,572,0,0,0,24465,0,0,0,0,741,0,570,44,47,,
"11805",0,0,9146,0,254,120,298,0,518,311,0,0,0,0,0,14,0,11950,1124,5216,3210,183,185,,
"11806",0,0,0,0,578,85,36,0,0,0,0,0,0,0,0,0,1493,0,0,0,2513,,,,
"11808",0,0,5652,0,417,417,449,0,108,152,0,0,0,0,0,0,0,12088,1043,8203,2752,184,191,,
"11809",0,0,0,0,414,0,0,60,361,0,0,421,0,0,0,73,397,10846,278,517,1464,118,104,,
"11816",899,2890,0,0,312,138,138,0,78,501,0,0,0,0,0,0,2209,0,0,1955,3796,81,88,,
"11818",0,0,5734,0,250,1301,481,90,122,399,0,0,0,0,0,146,1293,12819,1735,5710,2638,220,193,,
"11819",0,2759,6282,0,160,677,364,751,0,636,0,764,0,0,0,17,2730,12462,1602,605,3840,191,179,,
"11833",6329,3583,0,0,251,318,159,0,368,0,0,0,0,0,0,92,700,0,0,0,1690,78,68,,
"11834",0,0,0,0,240,44,696,0,0,600,0,878,0,17368,0,18,0,0,1696,0,2659,141,185,,
"11836",0,0,0,0,328,146,291,0,292,0,0,869,0,0,0,8,0,9998,576,0,2218,99,95,,
"11840",0,0,5029,0,357,880,811,357,290,687,0,0,0,0,0,10,1602,12571,962,6154,2353,136,145,,
"11843",0,0,0,0,342,248,56,276,0,0,0,775,0,0,0,0,161,9507,441,0,1758,43,43,,
"11845",0,5261,0,0,262,86,114,79,327,392,0,0,0,0,0,152,2456,12068,792,3770,6277,219,223,,
"11846",0,0,0,0,271,0,0,381,125,0,0,637,0,0,0,18,2188,0,0,3376,6122,129,144,,
"11847",0,5575,0,0,390,86,502,0,609,358,0,0,0,0,0,17,0,12060,1142,6795,3569,179,194,,
"11849",0,0,0,0,330,753,123,0,0,0,0,0,0,0,0,0,0,3459,1021,0,1586,74,63,,
"11850",0,0,5724,2696,168,173,60,1047,134,548,0,0,0,0,0,7,270,12338,1499,3689,4897,149,145,,
"11852",0,0,8921,0,240,561,330,200,133,596,0,0,0,0,0,0,693,0,0,75,1902,121,96,,
"11853",0,0,0,0,298,0,0,42,218,0,0,459,0,0,0,0,2290,7519,50,546,1983,200,187,,
"11863",0,0,0,0,0,0,0,74,0,0,529,0,0,0,0,0,0,10948,200,0,1217,,,40,41
"11864",0,0,0,6316,315,226,865,606,0,472,0,424,0,0,0,76,3218,9983,503,4731,3054,116,119,,
"11866",0,0,0,0,562,0,0,0,0,0,0,81,0,0,0,7,1799,0,0,0,1915,39,39,,
"11868",0,0,0,0,304,15,242,247,0,0,0,711,0,0,0,7,0,10541,353,0,2553,51,50,,
"11869",0,0,0,9677,0,781,345,132,96,774,2344,0,0,0,0,0,0,12436,4469,0,2164,,,47,40
"11872",0,0,0,4170,450,544,86,369,297,670,0,0,0,0,0,33,417,11664,1501,5574,5003,230,237,,
"11874",0,0,0,0,0,468,83,0,0,0,1169,0,0,0,0,9,0,10135,0,0,883,,,40,33
"11876",0,0,0,0,33364,0,0,0,365,0,0,0,0,0,2658,0,0,0,0,0,546,91,84,,
"11882",9451,0,0,0,198,1611,167,0,0,0,0,105,0,0,0,0,176,0,0,152,877,54,55,,
"11885",0,0,6360,3066,301,260,232,0,0,265,0,0,0,0,0,0,1366,0,0,0,1727,7,,,
"11886",6069,3400,0,0,352,535,467,0,0,373,0,169,0,0,0,0,0,0,0,430,2143,53,66,,
"11887",0,0,0,6367,363,23,0,349,97,572,0,0,0,0,0,29,0,11867,552,7291,3386,275,259,,
"11889",1479,2858,5613,0,469,1560,1248,713,0,0,0,0,0,0,0,0,641,11967,649,3634,2568,106,102,,
"11894",0,0,0,0,390,0,0,214,0,0,0,0,0,0,0,9,698,7033,414,0,1010,84,75,,
"11901",0,0,0,0,379,21,51,98,238,0,0,516,0,0,0,56,0,9765,511,160,3063,182,193,,
"11902",0,0,6169,2647,457,109,772,0,642,631,0,392,0,0,0,0,366,12670,662,3843,3013,163,167,,
"11903",0,0,0,0,352,0,227,116,102,410,0,568,0,13092,0,22,0,0,5895,255,1242,111,119,,
"11904",0,0,0,5581,280,44,0,867,548,841,0,0,0,0,0,16,2463,12707,723,4351,3640,147,150,,
"11907",0,0,0,0,334,0,0,0,0,0,0,27,0,0,0,0,3425,0,0,0,261,,,,
"11908",0,0,0,10367,340,151,994,0,0,131,0,0,0,0,0,0,0,0,0,343,1989,59,62,,
"11917",10169,0,0,0,401,194,715,0,0,493,0,67,0,0,0,0,233,0,0,0,1274,,,,
"11919",0,0,0,0,421,0,0,379,0,0,0,0,0,0,0,0,740,12075,0,0,1185,,,,
"11923",3993,4033,0,0,415,95,279,231,290,501,0,0,0,0,0,0,602,12002,686,5134,3225,117,110,,
"11926",0,0,0,0,204,64,0,144,0,0,0,0,0,0,0,0,2616,0,0,0,506,7,,,
"11928",0,0,0,10342,427,77,208,0,0,578,0,111,0,0,0,7,671,0,0,0,1289,,,,
"11930",0,0,0,0,318,15,175,114,0,0,0,491,0,0,0,0,465,10851,0,0,3137,40,39,,
"11934",0,0,0,8486,349,2262,520,235,471,348,0,0,0,0,0,0,1170,9660,789,4037,3150,160,158,,
"11938",0,0,0,0,284,71,0,201,0,0,0,495,0,0,0,0,0,9658,0,0,1712,56,,,
"11941",0,0,0,0,0,530,402,0,0,0,1215,0,0,0,0,0,0,10090,0,0,718,,,,
"11945",0,0,0,0,181,59,71,228,0,0,0,0,0,0,0,0,1787,9583,549,0,1543,45,44,,
"11946",0,0,0,0,320,22,96,339,0,0,0,319,0,0,0,0,356,11718,0,91,1522,55,63,,
"11950",0,6318,0,0,237,277,163,56,388,686,0,464,0,0,0,0,432,12057,449,5848,4440,149,153,,
"11952",0,7620,0,0,459,117,495,0,225,327,0,0,0,0,0,18,3618,1762,879,3811,13452,108,107,,
"11955",0,0,0,0,221,18,0,53,0,0,0,0,0,0,0,0,0,6551,0,0,1760,,,,
"11957",0,0,0,0,348,42,0,125,0,0,0,66,0,0,0,0,1627,0,0,0,1730,,,,
"11958",0,0,0,0,191,339,94,275,0,0,0,0,0,0,0,14,0,10691,584,0,2309,62,56,,
"11960",0,0,7390,2899,391,343,190,0,0,0,0,0,0,0,0,63,854,0,0,785,1113,68,83,,
"11962",0,0,9523,0,0,151,157,113,433,701,5967,0,0,0,0,0,0,12427,1329,0,2668,,,39,40
"11966",0,0,0,5532,213,1055,149,607,159,0,0,0,0,0,0,7,589,10246,582,8636,2316,120,102,,
"11967",0,0,0,5984,382,977,242,127,181,151,0,638,0,0,0,8,2943,10978,756,3998,3566,176,202,,
"11969",1799,5389,0,0,322,87,438,275,0,0,0,0,0,0,0,22,4000,11931,1047,3115,3906,76,72,,
"11974",0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,278,,,,
"11977",0,0,0,0,440,0,0,251,0,0,0,571,0,0,0,6,394,10034,0,0,619,,,,
"11978",6125,0,3411,0,270,349,967,720,616,509,0,0,0,0,0,15,1618,12956,804,2449,2135,70,64,,
"11979",0,0,0,0,272,245,139,0,165,0,0,736,0,0,0,26,1508,9067,0,0,1801,59,62,,
"11986",0,0,8393,0,376,354,513,370,476,352,0,0,0,0,0,10,1268,12357,564,3152,3717,133,135,,
"11988",0,0,0,0,473,0,180,555,0,0,0,502,0,0,0,14,0,10716,399,0,1872,123,111,,
"11991",0,0,0,0,63,0,0,0,421,0,0,0,0,0,1889,0,0,12316,0,0,771,92,90,,
"11994",0,0,0,0,294,14,47,149,95,0,0,248,0,0,0,0,736,12907,0,0,1046,41,40,,
"11996",0,2966,7300,0,282,114,286,0,0,753,0,90,0,0,0,0,1114,0,0,0,1249,,,,
"12001",6114,3792,0,0,218,112,50,0,0,709,0,0,0,0,0,0,0,0,0,162,1075,81,75,,
"12009",2810,4370,0,0,468,826,171,0,94,0,0,0,0,0,0,0,0,0,0,2737,1368,39,39,,
"12010",0,0,9271,0,189,86,269,0,0,372,0,0,0,0,0,0,0,0,0,576,1270,58,61,,
"12016",0,0,0,0,192,630,0,112,0,0,0,0,0,0,0,0,2217,3947,683,0,1467,44,43,,
"12019",0,5098,0,3583,0,491,234,155,200,521,7997,0,0,0,0,0,0,11986,722,0,1908,,,39,39
"12023",0,0,0,0,314,0,268,0,90,464,0,0,0,20272,0,0,0,0,1035,0,707,41,40,,
"12024",3329,0,6590,0,0,977,0,353,0,708,5147,0,0,0,0,8,0,12449,1049,0,2410,,,41,42
"12025",0,0,0,5775,342,132,752,0,313,122,0,0,0,0,0,0,3449,6854,459,5701,3684,159,172,,
"12028",0,1990,0,0,340,87,104,682,533,804,0,0,0,0,0,0,8468,11437,1257,4082,3459,44,42,,
"12029",0,0,0,0,315,0,368,306,385,466,0,0,0,24677,0,0,0,0,835,0,2224,47,51,,
"12032",0,0,0,0,298,721,0,196,0,0,0,0,0,0,0,15,0,3368,390,0,728,47,48,,
"12033",6791,0,4072,0,290,437,612,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,,,,
"12034",0,0,0,0,183,0,563,784,0,544,0,581,0,18034,0,122,213,0,1099,0,1224,146,143,,
"12036",0,0,0,0,341,13,194,0,0,0,0,66,0,0,0,14,1090,5342,532,0,1163,43,43,,
"12042",0,0,0,5022,345,430,154,334,427,442,0,641,0,0,0,8,492,10412,696,8286,2985,246,237,,
"12044",0,0,0,0,204,112,0,44,67,0,0,0,0,0,0,8,2818,5618,587,0,1234,97,91,,
"12052",0,0,0,0,211,15,0,23,0,0,0,0,0,0,0,7,2614,2819,0,0,1167,,,,
"12053",5960,3004,0,0,330,710,374,0,154,318,0,0,0,0,0,0,0,0,0,479,1547,97,101,,
"12055",0,9258,0,0,286,1062,437,705,0,0,0,0,0,0,0,32,2513,11977,568,2179,3540,148,176,,
"12056",0,0,0,0,241,0,0,253,0,0,0,0,0,0,0,0,803,11733,475,0,1080,71,58,,
"12059",0,0,0,0,223,11,0,30,0,0,0,0,0,0,0,0,2247,0,0,0,845,,,,
"12063",0,0,0,0,0,396,0,584,0,0,1438,0,0,0,0,0,0,10939,0,0,785,,,7,
"12075",0,8557,0,0,228,127,0,287,779,291,0,0,0,0,0,0,1490,12831,1279,5452,2468,138,128,,
"12078",0,0,0,10608,285,474,103,0,0,562,0,0,0,0,0,0,0,0,0,174,770,55,65,,
"12079",0,0,0,0,332,765,95,0,83,0,0,0,0,0,0,0,1902,0,0,0,1825,40,40,,
"12082",0,0,0,5897,406,56,151,471,114,325,0,0,0,0,0,8,376,10296,687,6520,3889,169,174,,
"12083",0,0,0,6951,232,46,378,0,345,558,0,0,0,0,0,0,2431,0,0,866,2150,43,46,,
"12090",0,0,0,0,370,39,0,125,0,0,0,0,0,0,0,22,0,6162,0,0,721,,,,
"12094",5412,0,0,0,425,82,180,0,0,403,0,0,0,0,0,0,0,0,0,3745,1818,56,60,,
"12096",2491,5038,0,0,476,58,305,0,0,0,0,0,0,0,0,0,0,0,0,2079,1753,102,101,,
"12099",0,0,0,0,493,410,165,157,0,0,0,0,0,0,0,0,0,9445,0,127,1404,57,70,,
"12101",0,0,0,0,187,0,0,0,168,0,0,0,0,0,0,50,495,3660,410,0,921,49,49,,
"12102",0,9140,0,0,464,168,547,1013,0,0,0,424,0,0,0,7,0,12704,913,4782,3630,137,146,,
"12105",0,0,0,0,325,0,0,480,147,0,0,563,0,0,0,14,0,9862,0,0,2518,40,40,,
"12107",0,0,0,0,216,485,100,0,0,0,0,0,0,0,0,0,0,8660,468,88,2373,162,171,,
"12111",0,0,0,0,184,0,0,216,0,0,0,0,0,0,0,21,1316,6794,0,0,781,,,,
"12112",0,0,5650,0,251,486,0,247,0,606,0,0,0,0,0,0,480,0,0,2013,1843,69,69,,
"12121",0,0,0,0,214,28,0,151,357,0,0,620,0,0,0,7,2776,7103,625,0,1806,170,172,,
"12122",0,0,0,0,473,84,0,241,66,0,0,0,0,0,0,182,818,9131,238,0,2301,105,98,,
"12128",0,0,0,0,448,0,0,433,0,0,0,616,0,0,0,18,65,11362,0,0,638,,,,
"12132",0,0,0,0,384,25,529,0,171,503,0,0,0,25024,0,0,0,0,641,0,1230,53,62,,
"12134",0,0,6991,2695,282,126,252,218,0,688,0,0,0,0,0,0,0,0,0,0,1969,,,,
"12135",0,0,7604,0,349,659,481,0,500,643,0,96,0,0,0,7,2370,11901,974,3720,2383,130,136,,
"12140",1145,4991,0,0,163,1163,0,193,0,0,0,0,0,0,0,14,0,0,0,2808,894,52,53,,
"12141",0,5450,0,0,330,1025,577,330,53,428,0,0,0,0,0,16,731,11854,987,6923,2844,229,212,,
"12148",0,0,0,2180,283,870,103,257,0,0,0,0,0,0,0,0,2779,0,0,2731,3932,53,55,,
"12156",0,6711,0,0,280,91,726,104,0,555,0,552,0,0,0,0,3522,12213,873,4493,3087,149,157,,
"12157",0,0,0,9619,242,115,413,0,0,0,0,0,0,0,0,0,0,0,0,239,1296,64,60,,
"12158",4350,0,5815,0,324,130,383,125,327,444,0,0,0,0,0,0,449,12583,1010,3095,3800,270,254,,
"12160",2693,0,7008,0,297,485,311,234,359,0,0,212,0,0,0,0,950,12404,936,4554,2714,135,155,,
"12165",10160,0,0,0,190,743,151,0,0,265,0,0,0,0,0,0,1287,0,0,97,1100,52,54,,
"12167",6321,3162,0,0,305,108,45,0,0,804,0,0,0,0,0,0,374,0,0,0,1962,,,,
"12169",0,0,0,0,28,0,0,276,0,0,0,0,0,0,1715,29,0,11539,0,0,735,81,82,,
"12176",0,0,0,9372,412,371,343,59,252,144,0,0,0,0,0,8,3290,10752,1346,3821,3090,191,200,,
"12177",0,0,0,0,0,489,0,0,0,0,7265,0,0,0,0,0,0,0,0,0,244,,,7,
"12181",0,0,0,0,300,0,0,0,153,0,0,0,0,0,0,146,48,11420,0,722,1124,56,68,,
"12182",0,0,5202,0,398,2303,46,0,0,682,0,0,0,0,0,0,75,0,0,2035,1294,68,74,,
"12183",0,0,0,0,332,0,146,697,0,0,0,495,0,0,0,24,317,8388,470,0,3004,65,81,,
"12184",3612,5958,0,0,292,802,720,222,183,715,0,474,0,0,0,0,664,11193,427,4897,2341,100,120,,
"12186",0,0,0,0,464,0,0,0,58,0,0,0,0,0,0,7,211,9369,378,1019,1144,126,124,,
"12188",0,8487,0,0,241,558,169,216,136,411,0,401,0,0,0,0,2872,12937,354,3667,3258,166,159,,
"12192",0,0,0,0,293,0,280,93,0,520,0,416,0,19231,0,92,233,0,711,0,1324,152,143,,
"12193",0,0,0,0,374,0,0,0,0,0,0,702,0,0,0,0,424,9240,763,0,1150,45,76,,
"12194",0,0,0,7892,263,405,398,314,0,311,0,0,0,0,0,14,0,11955,670,5872,3221,171,166,,
"12195",0,0,0,0,401,0,0,667,0,0,0,0,0,0,0,19,556,11644,752,0,1156,82,68,,
"12196",0,3551,0,0,237,24,79,439,422,479,0,0,0,0,0,7,2858,12399,735,7610,3063,274,293,,
"12205",0,0,0,9669,429,843,287,0,0,476,0,0,0,0,0,0,0,0,0,207,747,51,54,,
"12206",0,0,0,0,7,45,0,0,222,0,0,0,0,0,7340,0,2791,7,0,0,12804,39,39,7,
"12209",0,0,7966,3223,175,318,89,0,0,658,0,63,0,0,0,15,653,0,0,0,691,9,,,
"12211",0,0,0,0,248,31,1086,0,0,470,0,540,0,18898,0,20,0,0,593,0,2408,159,157,,
"12212",0,0,0,9008,368,1218,642,78,40,0,0,0,0,0,0,16,873,12674,5726,138,2350,203,218,,
"12218",0,0,0,0,359,0,0,0,93,0,0,546,0,0,0,0,444,11258,0,0,1190,41,41,,
"12220",9513,0,0,0,484,159,88,65,0,147,0,0,0,0,0,7,204,0,0,94,2467,69,76,,
"12222",0,0,0,0,394,37,220,128,0,0,0,0,0,0,0,14,872,5979,0,0,765,,,,
"12224",0,0,0,0,203,190,0,528,266,0,0,0,0,0,0,14,0,11261,442,0,1272,70,61,,
"12228",0,0,0,6667,263,46,74,864,0,448,0,525,0,0,0,15,1354,9584,1226,5324,3555,45,46,,
"12229",0,0,0,0,230,28,0,0,38,0,0,0,0,0,0,0,831,5634,638,0,1798,101,93,,
"12241",0,0,0,5328,152,18,0,140,313,253,0,0,0,0,0,7,2887,11916,582,5162,6446,251,260,,
"12252",0,0,0,0,297,33,414,0,0,0,0,0,0,0,0,15,991,10493,489,0,2226,55,52,,
"12254",0,0,0,3143,357,392,0,188,0,0,0,0,0,0,0,0,2552,0,0,0,1101,,,,
"12257",0,0,0,0,387,0,80,0,0,0,0,0,0,0,0,0,1319,9338,0,0,951,,,,
"12260",3498,5933,0,0,0,557,0,219,276,793,6271,446,0,0,0,7,295,12317,613,0,1937,,,47,39
"12265",0,0,0,0,534,788,116,0,0,0,0,0,0,0,0,0,1262,0,0,0,2132,,,,
"12269",0,0,0,0,365,0,0,391,0,0,0,0,0,0,0,0,114,10379,370,0,2200,147,176,,
"12273",0,0,0,0,433,0,0,498,418,0,0,0,0,0,0,0,1311,10168,517,0,879,76,70,,
"12276",0,0,5724,2987,285,955,156,224,308,577,0,0,0,0,0,15,0,12070,638,4427,4341,80,61,,
"12277",0,0,0,0,221,23,919,0,103,515,0,70,0,24180,0,0,161,0,784,0,909,125,133,,
"12280",0,0,0,4676,281,40,285,0,0,258,0,0,0,0,0,117,3158,0,0,2463,1764,47,47,,
"12281",0,0,10197,0,264,257,449,0,0,586,0,0,0,0,0,0,0,0,0,0,821,,,,
"12286",0,0,4961,0,223,18,0,0,310,421,0,0,0,0,0,0,2218,0,0,2034,2514,105,112,,
"12287",0,0,0,2891,211,499,399,660,674,497,0,595,0,0,0,34,2725,9968,804,4890,5730,226,242,,
"12290",0,0,0,0,410,440,0,114,0,0,0,0,0,0,0,7,1609,0,0,0,2140,,,,
"12291",0,0,0,0,492,0,0,0,125,0,0,0,0,0,0,0,2572,0,0,0,602,43,42,,
"12292",0,0,0,4237,202,65,346,930,1039,0,0,0,0,0,0,0,3234,11737,1286,2137,3921,114,112,,
"12293",0,0,0,0,0,0,0,300,132,0,1582,0,0,0,0,9,0,10481,602,0,1199,,,78,78
"12295",6636,3886,0,0,431,1107,309,0,0,0,0,0,0,0,0,110,75,0,0,0,634,,,,
"12299",0,0,9862,0,458,72,271,0,0,725,0,0,0,0,0,0,0,0,0,0,1162,9,,,
"12301",0,0,0,9445,0,51,0,188,250,476,6702,538,0,0,0,0,0,10313,1028,0,2869,,,41,40
"12305",0,0,8414,0,321,848,455,696,437,0,0,0,0,0,0,0,1669,12553,543,4172,2168,121,127,,
"12306",4170,5993,0,0,326,894,201,86,39,0,0,0,0,0,0,0,0,0,0,0,953,49,39,,
"12307",0,0,0,0,316,43,0,0,67,0,0,0,0,0,0,0,0,3159,555,0,1530,44,44,,
"12311",0,0,0,0,0,33,49,0,0,0,293,0,0,0,0,0,0,12022,78,0,1418,,,42,40
"12312",0,0,0,0,0,0,0,124,0,0,1386,497,0,0,0,19,0,9145,123,0,1778,,,40,40
"12313",1727,5478,0,0,440,1226,165,0,0,538,0,0,0,0,0,0,0,0,0,2632,767,52,54,,
"12320",0,0,8084,3032,0,833,934,0,0,0,1752,0,0,0,0,0,0,10736,4684,0,1085,,,48,41
"12323",0,0,0,0,438,30,436,170,402,423,0,0,0,20229,0,14,0,0,753,0,775,47,48,,
"12324",0,0,0,0,240,16,0,123,0,0,0,657,0,0,0,19,0,11713,0,0,2283,61,64,,
"12325",0,0,0,0,272,22,0,196,0,0,0,342,0,0,0,7,1013,10669,0,0,1160,,,,
"12326",0,4360,0,0,352,740,635,761,0,431,0,0,0,0,0,8,5083,11630,934,3063,3399,187,179,,
"12328",2988,0,6527,0,243,153,0,891,287,314,0,0,0,0,0,0,0,12111,538,4624,3718,146,124,,
"12329",0,0,0,0,373,29,68,0,0,0,0,0,0,0,0,0,2317,0,0,0,2343,,,,
"12331",0,0,0,5301,322,70,67,0,39,116,0,0,0,0,0,0,0,0,0,3742,2487,111,123,,
"12332",0,0,0,0,228,766,241,42,0,0,0,0,0,0,0,14,1942,5308,0,0,700,,,,
"12337",0,0,0,0,373,633,169,0,103,0,0,0,0,0,0,0,0,10634,768,0,1626,115,103,,
"12338",0,2924,6339,0,410,1123,992,0,0,414,0,134,0,0,0,8,404,12621,1243,4101,3199,82,79,,
"12339",0,0,0,0,340,9,597,0,257,558,0,0,0,24500,0,0,0,0,702,0,599,46,50,,
"12340",0,0,0,0,190,0,371,122,80,579,0,528,0,18026,0,17,0,0,800,0,1427,197,207,,
"12341",0,0,6206,3134,225,603,298,0,0,546,0,69,0,0,0,0,1274,0,0,0,1663,,,,
"12347",6092,3963,0,0,209,371,0,236,0,735,0,0,0,0,0,0,0,0,0,0,903,,,,
"12355",0,0,0,0,295,452,573,48,0,0,0,1060,0,0,0,29,2795,4926,0,439,1372,39,39,,
"12357",0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,0,432,,,,
"12359",0,7110,0,0,376,62,103,770,0,612,0,0,0,0,0,0,5168,9737,845,4485,3436,98,106,,
"12362",0,0,0,0,440,14,144,226,0,0,0,0,0,0,0,0,1879,0,0,0,2710,,,,
"12368",0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,139,2777,0,0,0,741,13,,,
"12372",0,0,0,5007,187,1116,477,75,0,720,0,491,0,0,0,17,734,10318,1197,7064,2243,150,132,,
"12373",0,0,0,0,224,1032,149,385,0,0,0,0,0,0,0,15,2306,5829,583,0,3009,50,49,,
"12374",0,0,0,0,386,0,339,0,88,521,0,0,0,25097,0,0,0,0,608,0,630,55,63,,
"12375",0,5387,0,0,273,384,179,376,131,658,0,446,0,0,0,0,342,11820,299,7799,4788,149,148,,
"12376",0,0,0,5976,435,741,293,0,0,531,0,0,0,0,0,0,0,0,0,2533,1069,144,133,,
"12383",0,0,0,0,382,23,0,0,248,0,0,488,0,0,0,7,20,10633,948,97,1778,152,138,,
"12387",0,0,0,0,382,0,0,372,0,0,0,0,0,0,0,14,1069,7294,0,0,570,6,,,
"12394",0,8029,0,0,403,408,661,730,212,780,0,82,0,0,0,0,244,10714,1284,5041,3062,108,119,,
"12396",0,0,0,3891,294,2554,89,64,338,392,0,80,0,0,0,7,4090,8247,1056,5635,3897,101,104,,
"12398",0,0,0,0,401,834,0,124,0,0,0,0,0,0,0,0,0,6749,582,0,2445,72,57,,
"12399",0,0,8312,0,359,915,784,371,385,175,0,678,0,0,0,9,608,11388,874,4792,3779,161,176,,
"12401",0,0,0,0,268,112,270,0,133,0,0,0,0,0,0,0,2031,3633,0,0,2153,41,39,,
"12403",0,0,0,0,284,14,56,283,51,0,0,388,0,0,0,0,1996,10471,258,0,983,41,41,,
"12404",0,0,0,0,328,0,0,0,60,0,0,0,0,0,0,0,0,11622,0,716,995,73,54,,
"12405",0,0,0,0,203,0,0,299,0,0,0,0,0,0,0,8,1105,6277,0,0,480,,,,
"12406",0,0,0,0,521,0,0,160,0,0,0,0,0,0,0,7,468,12089,0,0,959,69,67,,
"12407",0,8192,0,0,295,421,207,254,181,586,0,470,0,0,0,0,2741,12398,533,3996,2921,107,110,,
"12408",0,7685,0,0,334,507,0,1060,373,333,0,0,0,0,0,21,3119,12114,808,3744,2900,201,200,,
"12413",0,0,0,0,165,0,0,267,0,0,0,696,0,0,0,0,0,11810,140,0,688,67,60,,
"12414",0,0,8247,0,255,484,68,0,0,331,0,0,0,0,0,0,594,0,0,1730,1656,121,133,,
"12420",3038,2983,0,0,249,911,422,848,126,363,0,0,0,0,0,14,2821,12268,823,4844,2714,94,90,,
"12426",0,0,0,0,0,55,0,0,0,0,0,0,0,0,10872,0,0,0,0,0,12531,52,45,,
"12429",0,0,0,0,352,0,0,133,160,0,0,0,0,0,0,14,392,3369,0,0,1543,39,39,,
"12432",0,0,0,0,421,833,0,357,189,0,0,0,0,0,0,0,2957,3539,749,0,1646,42,42,,
"12434",0,0,0,0,324,0,0,546,0,0,0,223,0,0,0,7,1563,11158,280,0,1229,56,51,,
"12436",0,0,0,0,280,69,322,259,73,631,0,566,0,0,0,0,10085,10492,604,3294,3930,104,104,,
"12439",0,0,0,0,189,0,0,597,0,0,0,0,0,0,0,0,540,11023,425,0,1321,57,54,,
"12443",0,0,0,0,272,28,0,172,0,0,0,0,0,0,0,8,834,10436,19,0,1418,56,57,,
"12444",0,0,0,0,320,36,61,0,146,0,0,0,0,0,0,0,662,11986,0,0,2016,166,85,,
"12445",0,0,0,0,362,0,0,349,0,0,0,0,0,0,0,7,0,10216,51,0,1797,150,134,,
"12447",0,0,5457,0,404,1528,359,262,351,752,0,368,0,0,0,33,0,11477,1257,6643,2665,175,203,,
"12449",0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,3045,0,0,604,,,7,
"12457",0,0,9758,0,219,269,606,739,0,485,0,0,0,0,0,0,1957,12052,527,277,5334,144,136,,
"12458",6519,3488,0,0,287,577,0,517,0,0,0,0,0,0,0,0,186,0,0,0,1070,50,55,,
"12463",0,0,0,0,400,6,143,559,0,0,0,0,0,0,0,17,1336,12105,0,0,1410,,,,
"12469",3755,6556,0,0,157,177,0,647,0,842,0,0,0,0,0,7,0,0,0,0,1441,,,,
"12470",0,0,0,0,373,0,387,0,532,467,0,0,0,19663,0,0,0,0,1222,0,1795,51,44,,
"12472",0,0,6271,0,394,69,278,376,169,349,0,0,0,0,0,14,2462,12350,1171,3739,4893,335,355,,
"12473",0,0,6704,2841,333,980,67,298,239,0,0,0,0,0,0,8,454,12402,627,4163,3236,159,150,,
